id_transport_log,id_warehouse,id_store,id_suppliers,journey_status,ts_stock_shipped,ts_stock_received,ts_last_update,id_dim_date_stock_shipped,id_dim_date_stock_received,id_dim_date_last_update
109721,WH01,ST001,1,On-Time,05:07:36,05:07:36,05:07:36,20251004,20251007,20251007
109722,WH01,ST101,2,On-Time,05:08:18,05:08:18,05:08:18,20251004,20251007,20251007
109723,WH02,ST002,3,On-Time,05:09:01,05:09:01,05:09:01,20251004,20251007,20251007
109724,WH02,ST102,4,On-Time,05:09:44,05:09:44,05:09:44,20251004,20251007,20251007
109725,WH03,ST003,5,On-Time,05:10:26,05:10:26,05:10:26,20251004,20251007,20251007
109726,WH03,ST103,6,On-Time,05:11:09,05:11:09,05:11:09,20251004,20251007,20251007
109727,WH04,ST004,7,On-Time,05:11:51,05:11:51,05:11:51,20251004,20251007,20251007
109728,WH04,ST104,8,On-Time,05:12:34,05:12:34,05:12:34,20251004,20251007,20251007
109729,WH05,ST005,9,On-Time,05:13:17,05:13:17,05:13:17,20251004,20251007,20251007
109730,WH05,ST105,10,Late,05:13:59,05:13:59,05:13:59,20251004,20251008,20251008
109731,WH06,ST006,11,On-Time,05:14:42,05:14:42,05:14:42,20251004,20251007,20251007
109732,WH06,ST106,12,On-Time,05:15:25,05:15:25,05:15:25,20251004,20251007,20251007
109733,WH07,ST007,13,On-Time,05:16:07,05:16:07,05:16:07,20251004,20251007,20251007
109734,WH07,ST107,14,On-Time,05:16:50,05:16:50,05:16:50,20251004,20251007,20251007
109735,WH08,ST008,15,On-Time,05:17:32,05:17:32,05:17:32,20251004,20251007,20251007
109736,WH08,ST108,16,On-Time,05:18:15,05:18:15,05:18:15,20251004,20251007,20251007
109737,WH09,ST009,17,Late,05:18:58,05:18:58,05:18:58,20251004,20251008,20251008
109738,WH09,ST109,18,On-Time,05:19:40,05:19:40,05:19:40,20251004,20251007,20251007
109739,WH10,ST010,19,On-Time,05:20:23,05:20:23,05:20:23,20251004,20251007,20251007
109740,WH10,ST110,20,On-Time,05:21:06,05:21:06,05:21:06,20251004,20251007,20251007
109741,WH11,ST011,1,On-Time,05:21:48,05:21:48,05:21:48,20251004,20251007,20251007
109742,WH11,ST111,2,On-Time,05:22:31,05:22:31,05:22:31,20251004,20251007,20251007
109743,WH12,ST012,3,On-Time,05:23:13,05:23:13,05:23:13,20251004,20251007,20251007
109744,WH12,ST112,4,On-Time,05:23:56,05:23:56,05:23:56,20251004,20251007,20251007
109745,WH13,ST013,5,On-Time,05:24:39,05:24:39,05:24:39,20251004,20251007,20251007
109746,WH13,ST113,6,On-Time,05:25:21,05:25:21,05:25:21,20251004,20251007,20251007
109747,WH14,ST014,7,Late,05:26:04,05:26:04,05:26:04,20251004,20251008,20251008
109748,WH14,ST114,8,On-Time,05:26:47,05:26:47,05:26:47,20251004,20251007,20251007
109749,WH15,ST015,9,On-Time,05:27:29,05:27:29,05:27:29,20251004,20251007,20251007
109750,WH15,ST115,10,On-Time,05:28:12,05:28:12,05:28:12,20251004,20251007,20251007
109751,WH16,ST016,11,On-Time,05:28:54,05:28:54,05:28:54,20251004,20251007,20251007
109752,WH16,ST116,12,Late,05:29:37,05:29:37,05:29:37,20251004,20251008,20251008
109753,WH17,ST017,13,On-Time,05:30:20,05:30:20,05:30:20,20251004,20251007,20251007
109754,WH17,ST117,14,On-Time,05:31:02,05:31:02,05:31:02,20251004,20251007,20251007
109755,WH18,ST018,15,On-Time,05:31:45,05:31:45,05:31:45,20251004,20251007,20251007
109756,WH18,ST118,16,On-Time,05:32:28,05:32:28,05:32:28,20251004,20251007,20251007
109757,WH19,ST019,17,On-Time,05:33:10,05:33:10,05:33:10,20251004,20251007,20251007
109758,WH19,ST119,18,On-Time,05:33:53,05:33:53,05:33:53,20251004,20251007,20251007
109759,WH20,ST020,19,On-Time,05:34:35,05:34:35,05:34:35,20251004,20251007,20251007
109760,WH20,ST120,20,On-Time,05:35:18,05:35:18,05:35:18,20251004,20251007,20251007
109761,WH01,ST001,1,On-Time,05:36:01,05:36:01,05:36:01,20251004,20251007,20251007
109762,WH01,ST101,2,On-Time,05:36:43,05:36:43,05:36:43,20251004,20251007,20251007
109763,WH02,ST002,3,On-Time,05:37:26,05:37:26,05:37:26,20251004,20251007,20251007
109764,WH02,ST102,4,On-Time,05:38:09,05:38:09,05:38:09,20251004,20251007,20251007
109765,WH03,ST003,5,On-Time,05:38:51,05:38:51,05:38:51,20251004,20251007,20251007
109766,WH03,ST103,6,On-Time,05:39:34,05:39:34,05:39:34,20251004,20251007,20251007
109767,WH04,ST004,7,On-Time,05:40:16,05:40:16,05:40:16,20251004,20251007,20251007
109768,WH04,ST104,8,On-Time,05:40:59,05:40:59,05:40:59,20251004,20251007,20251007
109769,WH05,ST005,9,Late,05:41:42,05:41:42,05:41:42,20251004,20251009,20251009
109770,WH05,ST105,10,On-Time,05:42:24,05:42:24,05:42:24,20251004,20251007,20251007
109771,WH06,ST006,11,On-Time,05:43:07,05:43:07,05:43:07,20251004,20251007,20251007
109772,WH06,ST106,12,On-Time,05:43:50,05:43:50,05:43:50,20251004,20251007,20251007
109773,WH07,ST007,13,On-Time,05:44:32,05:44:32,05:44:32,20251004,20251007,20251007
109774,WH07,ST107,14,On-Time,05:45:15,05:45:15,05:45:15,20251004,20251007,20251007
109775,WH08,ST008,15,On-Time,05:45:57,05:45:57,05:45:57,20251004,20251007,20251007
109776,WH08,ST108,16,On-Time,05:46:40,05:46:40,05:46:40,20251004,20251007,20251007
109777,WH09,ST009,17,Late,05:47:23,05:47:23,05:47:23,20251004,20251009,20251009
109778,WH09,ST109,18,On-Time,05:48:05,05:48:05,05:48:05,20251004,20251007,20251007
109779,WH10,ST010,19,Late,05:48:48,05:48:48,05:48:48,20251004,20251009,20251009
109780,WH10,ST110,20,On-Time,05:49:31,05:49:31,05:49:31,20251004,20251007,20251007
109781,WH11,ST011,1,On-Time,05:50:13,05:50:13,05:50:13,20251004,20251007,20251007
109782,WH11,ST111,2,On-Time,05:50:56,05:50:56,05:50:56,20251004,20251007,20251007
109783,WH12,ST012,3,On-Time,05:51:38,05:51:38,05:51:38,20251004,20251007,20251007
109784,WH12,ST112,4,On-Time,05:52:21,05:52:21,05:52:21,20251004,20251007,20251007
109785,WH13,ST013,5,Late,05:53:04,05:53:04,05:53:04,20251004,20251008,20251008
109786,WH13,ST113,6,On-Time,05:53:46,05:53:46,05:53:46,20251004,20251007,20251007
109787,WH14,ST014,7,On-Time,05:54:29,05:54:29,05:54:29,20251004,20251007,20251007
109788,WH14,ST114,8,On-Time,05:55:12,05:55:12,05:55:12,20251004,20251007,20251007
109789,WH15,ST015,9,On-Time,05:55:54,05:55:54,05:55:54,20251004,20251007,20251007
109790,WH15,ST115,10,On-Time,05:56:37,05:56:37,05:56:37,20251004,20251007,20251007
109791,WH16,ST016,11,On-Time,05:57:19,05:57:19,05:57:19,20251004,20251007,20251007
109792,WH16,ST116,12,On-Time,05:58:02,05:58:02,05:58:02,20251004,20251007,20251007
109793,WH17,ST017,13,Late,05:58:45,05:58:45,05:58:45,20251004,20251008,20251008
109794,WH17,ST117,14,On-Time,05:59:27,05:59:27,05:59:27,20251004,20251007,20251007
109795,WH18,ST018,15,On-Time,06:00:10,06:00:10,06:00:10,20251004,20251007,20251007
109796,WH18,ST118,16,Late,06:00:53,06:00:53,06:00:53,20251004,20251008,20251008
109797,WH19,ST019,17,On-Time,06:01:35,06:01:35,06:01:35,20251004,20251007,20251007
109798,WH19,ST119,18,Late,06:02:18,06:02:18,06:02:18,20251004,20251009,20251009
109799,WH20,ST020,19,On-Time,06:03:00,06:03:00,06:03:00,20251004,20251007,20251007
109800,WH20,ST120,20,Late,06:03:43,06:03:43,06:03:43,20251004,20251008,20251008
109801,WH01,ST001,1,On-Time,06:04:26,06:04:26,06:04:26,20251004,20251007,20251007
109802,WH01,ST101,2,On-Time,06:05:08,06:05:08,06:05:08,20251004,20251007,20251007
109803,WH02,ST002,3,On-Time,06:05:51,06:05:51,06:05:51,20251004,20251007,20251007
109804,WH02,ST102,4,On-Time,06:06:34,06:06:34,06:06:34,20251004,20251007,20251007
109805,WH03,ST003,5,On-Time,06:07:16,06:07:16,06:07:16,20251004,20251007,20251007
109806,WH03,ST103,6,Late,06:07:59,06:07:59,06:07:59,20251004,20251008,20251008
109807,WH04,ST004,7,On-Time,06:08:41,06:08:41,06:08:41,20251004,20251007,20251007
109808,WH04,ST104,8,On-Time,06:09:24,06:09:24,06:09:24,20251004,20251007,20251007
109809,WH05,ST005,9,On-Time,06:10:07,06:10:07,06:10:07,20251004,20251007,20251007
109810,WH05,ST105,10,On-Time,06:10:49,06:10:49,06:10:49,20251004,20251007,20251007
109811,WH06,ST006,11,On-Time,06:11:32,06:11:32,06:11:32,20251004,20251007,20251007
109812,WH06,ST106,12,Late,06:12:15,06:12:15,06:12:15,20251004,20251009,20251009
109813,WH07,ST007,13,On-Time,06:12:57,06:12:57,06:12:57,20251004,20251007,20251007
109814,WH07,ST107,14,On-Time,06:13:40,06:13:40,06:13:40,20251004,20251007,20251007
109815,WH08,ST008,15,On-Time,06:14:22,06:14:22,06:14:22,20251004,20251007,20251007
109816,WH08,ST108,16,Late,06:15:05,06:15:05,06:15:05,20251004,20251008,20251008
109817,WH09,ST009,17,On-Time,06:15:48,06:15:48,06:15:48,20251004,20251007,20251007
109818,WH09,ST109,18,On-Time,06:16:30,06:16:30,06:16:30,20251004,20251007,20251007
109819,WH10,ST010,19,On-Time,06:17:13,06:17:13,06:17:13,20251004,20251007,20251007
109820,WH10,ST110,20,On-Time,06:17:56,06:17:56,06:17:56,20251004,20251007,20251007
109821,WH11,ST011,1,On-Time,06:18:38,06:18:38,06:18:38,20251004,20251007,20251007
109822,WH11,ST111,2,On-Time,06:19:21,06:19:21,06:19:21,20251004,20251007,20251007
109823,WH12,ST012,3,On-Time,06:20:03,06:20:03,06:20:03,20251004,20251007,20251007
109824,WH12,ST112,4,On-Time,06:20:46,06:20:46,06:20:46,20251004,20251007,20251007
109825,WH13,ST013,5,On-Time,06:21:29,06:21:29,06:21:29,20251004,20251007,20251007
109826,WH13,ST113,6,On-Time,06:22:11,06:22:11,06:22:11,20251004,20251007,20251007
109827,WH14,ST014,7,On-Time,06:22:54,06:22:54,06:22:54,20251004,20251007,20251007
109828,WH14,ST114,8,On-Time,06:23:37,06:23:37,06:23:37,20251004,20251007,20251007
109829,WH15,ST015,9,On-Time,06:24:19,06:24:19,06:24:19,20251004,20251007,20251007
109830,WH15,ST115,10,On-Time,06:25:02,06:25:02,06:25:02,20251004,20251007,20251007
109831,WH16,ST016,11,On-Time,06:25:44,06:25:44,06:25:44,20251004,20251007,20251007
109832,WH16,ST116,12,On-Time,06:26:27,06:26:27,06:26:27,20251004,20251007,20251007
109833,WH17,ST017,13,On-Time,06:27:10,06:27:10,06:27:10,20251004,20251007,20251007
109834,WH17,ST117,14,Late,06:27:52,06:27:52,06:27:52,20251004,20251008,20251008
109835,WH18,ST018,15,On-Time,06:28:35,06:28:35,06:28:35,20251004,20251007,20251007
109836,WH18,ST118,16,On-Time,06:29:17,06:29:17,06:29:17,20251004,20251007,20251007
109837,WH19,ST019,17,On-Time,06:30:00,06:30:00,06:30:00,20251004,20251007,20251007
109838,WH19,ST119,18,On-Time,06:30:43,06:30:43,06:30:43,20251004,20251007,20251007
109839,WH20,ST020,19,On-Time,06:31:25,06:31:25,06:31:25,20251004,20251007,20251007
109840,WH20,ST120,20,On-Time,06:32:08,06:32:08,06:32:08,20251004,20251007,20251007
109841,WH01,ST001,1,On-Time,06:32:51,06:32:51,06:32:51,20251004,20251007,20251007
109842,WH01,ST101,2,Late,06:33:33,06:33:33,06:33:33,20251004,20251008,20251008
109843,WH02,ST002,3,On-Time,06:34:16,06:34:16,06:34:16,20251004,20251007,20251007
109844,WH02,ST102,4,On-Time,06:34:58,06:34:58,06:34:58,20251004,20251007,20251007
109845,WH03,ST003,5,On-Time,06:35:41,06:35:41,06:35:41,20251004,20251007,20251007
109846,WH03,ST103,6,On-Time,06:36:24,06:36:24,06:36:24,20251004,20251007,20251007
109847,WH04,ST004,7,On-Time,06:37:06,06:37:06,06:37:06,20251004,20251007,20251007
109848,WH04,ST104,8,On-Time,06:37:49,06:37:49,06:37:49,20251004,20251007,20251007
109849,WH05,ST005,9,On-Time,06:38:32,06:38:32,06:38:32,20251004,20251007,20251007
109850,WH05,ST105,10,On-Time,06:39:14,06:39:14,06:39:14,20251004,20251007,20251007
109851,WH06,ST006,11,On-Time,06:39:57,06:39:57,06:39:57,20251004,20251007,20251007
109852,WH06,ST106,12,Late,06:40:39,06:40:39,06:40:39,20251004,20251008,20251008
109853,WH07,ST007,13,On-Time,06:41:22,06:41:22,06:41:22,20251004,20251007,20251007
109854,WH07,ST107,14,On-Time,06:42:05,06:42:05,06:42:05,20251004,20251007,20251007
109855,WH08,ST008,15,On-Time,06:42:47,06:42:47,06:42:47,20251004,20251007,20251007
109856,WH08,ST108,16,On-Time,06:43:30,06:43:30,06:43:30,20251004,20251007,20251007
109857,WH09,ST009,17,On-Time,06:44:13,06:44:13,06:44:13,20251004,20251007,20251007
109858,WH09,ST109,18,On-Time,06:44:55,06:44:55,06:44:55,20251004,20251007,20251007
109859,WH10,ST010,19,On-Time,06:45:38,06:45:38,06:45:38,20251004,20251007,20251007
109860,WH10,ST110,20,On-Time,06:46:20,06:46:20,06:46:20,20251004,20251007,20251007
109861,WH11,ST011,1,On-Time,06:47:03,06:47:03,06:47:03,20251004,20251007,20251007
109862,WH11,ST111,2,On-Time,06:47:46,06:47:46,06:47:46,20251004,20251007,20251007
109863,WH12,ST012,3,On-Time,06:48:28,06:48:28,06:48:28,20251004,20251007,20251007
109864,WH12,ST112,4,On-Time,06:49:11,06:49:11,06:49:11,20251004,20251007,20251007
109865,WH13,ST013,5,On-Time,06:49:54,06:49:54,06:49:54,20251004,20251007,20251007
109866,WH13,ST113,6,On-Time,06:50:36,06:50:36,06:50:36,20251004,20251007,20251007
109867,WH14,ST014,7,On-Time,06:51:19,06:51:19,06:51:19,20251004,20251007,20251007
109868,WH14,ST114,8,On-Time,06:52:01,06:52:01,06:52:01,20251004,20251007,20251007
109869,WH15,ST015,9,On-Time,06:52:44,06:52:44,06:52:44,20251004,20251007,20251007
109870,WH15,ST115,10,On-Time,06:53:27,06:53:27,06:53:27,20251004,20251007,20251007
109871,WH16,ST016,11,On-Time,06:54:09,06:54:09,06:54:09,20251004,20251007,20251007
109872,WH16,ST116,12,On-Time,06:54:52,06:54:52,06:54:52,20251004,20251007,20251007
109873,WH17,ST017,13,On-Time,06:55:35,06:55:35,06:55:35,20251004,20251007,20251007
109874,WH17,ST117,14,On-Time,06:56:17,06:56:17,06:56:17,20251004,20251007,20251007
109875,WH18,ST018,15,On-Time,06:57:00,06:57:00,06:57:00,20251004,20251007,20251007
109876,WH18,ST118,16,On-Time,06:57:42,06:57:42,06:57:42,20251004,20251007,20251007
109877,WH19,ST019,17,Late,06:58:25,06:58:25,06:58:25,20251004,20251009,20251009
109878,WH19,ST119,18,On-Time,06:59:08,06:59:08,06:59:08,20251004,20251007,20251007
109879,WH20,ST020,19,On-Time,06:59:50,06:59:50,06:59:50,20251004,20251007,20251007
109880,WH20,ST120,20,On-Time,07:00:33,07:00:33,07:00:33,20251004,20251007,20251007
109881,WH01,ST001,1,Late,07:01:16,07:01:16,07:01:16,20251004,20251008,20251008
109882,WH01,ST101,2,Late,07:01:58,07:01:58,07:01:58,20251004,20251008,20251008
109883,WH02,ST002,3,On-Time,07:02:41,07:02:41,07:02:41,20251004,20251007,20251007
109884,WH02,ST102,4,On-Time,07:03:23,07:03:23,07:03:23,20251004,20251007,20251007
109885,WH03,ST003,5,Late,07:04:06,07:04:06,07:04:06,20251004,20251008,20251008
109886,WH03,ST103,6,On-Time,07:04:49,07:04:49,07:04:49,20251004,20251007,20251007
109887,WH04,ST004,7,On-Time,07:05:31,07:05:31,07:05:31,20251004,20251007,20251007
109888,WH04,ST104,8,Late,07:06:14,07:06:14,07:06:14,20251004,20251008,20251008
109889,WH05,ST005,9,On-Time,07:06:57,07:06:57,07:06:57,20251004,20251007,20251007
109890,WH05,ST105,10,On-Time,07:07:39,07:07:39,07:07:39,20251004,20251007,20251007
109891,WH06,ST006,11,On-Time,07:08:22,07:08:22,07:08:22,20251004,20251007,20251007
109892,WH06,ST106,12,On-Time,07:09:04,07:09:04,07:09:04,20251004,20251007,20251007
109893,WH07,ST007,13,On-Time,07:09:47,07:09:47,07:09:47,20251004,20251007,20251007
109894,WH07,ST107,14,Late,07:10:30,07:10:30,07:10:30,20251004,20251008,20251008
109895,WH08,ST008,15,On-Time,07:11:12,07:11:12,07:11:12,20251004,20251007,20251007
109896,WH08,ST108,16,On-Time,07:11:55,07:11:55,07:11:55,20251004,20251007,20251007
109897,WH09,ST009,17,On-Time,07:12:38,07:12:38,07:12:38,20251004,20251007,20251007
109898,WH09,ST109,18,On-Time,07:13:20,07:13:20,07:13:20,20251004,20251007,20251007
109899,WH10,ST010,19,Late,07:14:03,07:14:03,07:14:03,20251004,20251008,20251008
109900,WH10,ST110,20,On-Time,07:14:45,07:14:45,07:14:45,20251004,20251007,20251007
109901,WH11,ST011,1,On-Time,07:15:28,07:15:28,07:15:28,20251004,20251007,20251007
109902,WH11,ST111,2,On-Time,07:16:11,07:16:11,07:16:11,20251004,20251007,20251007
109903,WH12,ST012,3,On-Time,07:16:53,07:16:53,07:16:53,20251004,20251007,20251007
109904,WH12,ST112,4,On-Time,07:17:36,07:17:36,07:17:36,20251004,20251007,20251007
109905,WH13,ST013,5,On-Time,07:18:19,07:18:19,07:18:19,20251004,20251007,20251007
109906,WH13,ST113,6,On-Time,07:19:01,07:19:01,07:19:01,20251004,20251007,20251007
109907,WH14,ST014,7,On-Time,07:19:44,07:19:44,07:19:44,20251004,20251007,20251007
109908,WH14,ST114,8,On-Time,07:20:26,07:20:26,07:20:26,20251004,20251007,20251007
109909,WH15,ST015,9,On-Time,07:21:09,07:21:09,07:21:09,20251004,20251007,20251007
109910,WH15,ST115,10,On-Time,07:21:52,07:21:52,07:21:52,20251004,20251007,20251007
109911,WH16,ST016,11,On-Time,07:22:34,07:22:34,07:22:34,20251004,20251007,20251007
109912,WH16,ST116,12,On-Time,07:23:17,07:23:17,07:23:17,20251004,20251007,20251007
109913,WH17,ST017,13,On-Time,07:24:00,07:24:00,07:24:00,20251004,20251007,20251007
109914,WH17,ST117,14,On-Time,07:24:42,07:24:42,07:24:42,20251004,20251007,20251007
109915,WH18,ST018,15,On-Time,07:25:25,07:25:25,07:25:25,20251004,20251007,20251007
109916,WH18,ST118,16,On-Time,07:26:07,07:26:07,07:26:07,20251004,20251007,20251007
109917,WH19,ST019,17,On-Time,07:26:50,07:26:50,07:26:50,20251004,20251007,20251007
109918,WH19,ST119,18,On-Time,07:27:33,07:27:33,07:27:33,20251004,20251007,20251007
109919,WH20,ST020,19,On-Time,07:28:15,07:28:15,07:28:15,20251004,20251007,20251007
109920,WH20,ST120,20,On-Time,07:28:58,07:28:58,07:28:58,20251004,20251007,20251007
109921,WH01,ST001,1,On-Time,07:29:41,07:29:41,07:29:41,20251004,20251007,20251007
109922,WH01,ST101,2,On-Time,07:30:23,07:30:23,07:30:23,20251004,20251007,20251007
109923,WH02,ST002,3,On-Time,07:31:06,07:31:06,07:31:06,20251004,20251007,20251007
109924,WH02,ST102,4,On-Time,07:31:48,07:31:48,07:31:48,20251004,20251007,20251007
109925,WH03,ST003,5,On-Time,07:32:31,07:32:31,07:32:31,20251004,20251007,20251007
109926,WH03,ST103,6,Late,07:33:14,07:33:14,07:33:14,20251004,20251009,20251009
109927,WH04,ST004,7,On-Time,07:33:56,07:33:56,07:33:56,20251004,20251007,20251007
109928,WH04,ST104,8,On-Time,07:34:39,07:34:39,07:34:39,20251004,20251007,20251007
109929,WH05,ST005,9,Late,07:35:22,07:35:22,07:35:22,20251004,20251008,20251008
109930,WH05,ST105,10,On-Time,07:36:04,07:36:04,07:36:04,20251004,20251007,20251007
109931,WH06,ST006,11,Late,07:36:47,07:36:47,07:36:47,20251004,20251008,20251008
109932,WH06,ST106,12,On-Time,07:37:29,07:37:29,07:37:29,20251004,20251007,20251007
109933,WH07,ST007,13,On-Time,07:38:12,07:38:12,07:38:12,20251004,20251007,20251007
109934,WH07,ST107,14,On-Time,07:38:55,07:38:55,07:38:55,20251004,20251007,20251007
109935,WH08,ST008,15,On-Time,07:39:37,07:39:37,07:39:37,20251004,20251007,20251007
109936,WH08,ST108,16,Late,07:40:20,07:40:20,07:40:20,20251004,20251008,20251008
109937,WH09,ST009,17,Late,07:41:03,07:41:03,07:41:03,20251004,20251008,20251008
109938,WH09,ST109,18,Late,07:41:45,07:41:45,07:41:45,20251004,20251009,20251009
109939,WH10,ST010,19,On-Time,07:42:28,07:42:28,07:42:28,20251004,20251007,20251007
109940,WH10,ST110,20,On-Time,07:43:10,07:43:10,07:43:10,20251004,20251007,20251007
109941,WH11,ST011,1,On-Time,07:43:53,07:43:53,07:43:53,20251004,20251007,20251007
109942,WH11,ST111,2,On-Time,07:44:36,07:44:36,07:44:36,20251004,20251007,20251007
109943,WH12,ST012,3,On-Time,07:45:18,07:45:18,07:45:18,20251004,20251007,20251007
109944,WH12,ST112,4,On-Time,07:46:01,07:46:01,07:46:01,20251004,20251007,20251007
109945,WH13,ST013,5,On-Time,07:46:44,07:46:44,07:46:44,20251004,20251007,20251007
109946,WH13,ST113,6,On-Time,07:47:26,07:47:26,07:47:26,20251004,20251007,20251007
109947,WH14,ST014,7,On-Time,07:48:09,07:48:09,07:48:09,20251004,20251007,20251007
109948,WH14,ST114,8,On-Time,07:48:51,07:48:51,07:48:51,20251004,20251007,20251007
109949,WH15,ST015,9,On-Time,07:49:34,07:49:34,07:49:34,20251004,20251007,20251007
109950,WH15,ST115,10,On-Time,07:50:17,07:50:17,07:50:17,20251004,20251007,20251007
109951,WH16,ST016,11,On-Time,07:50:59,07:50:59,07:50:59,20251004,20251007,20251007
109952,WH16,ST116,12,Late,07:51:42,07:51:42,07:51:42,20251004,20251008,20251008
109953,WH17,ST017,13,On-Time,07:52:25,07:52:25,07:52:25,20251004,20251007,20251007
109954,WH17,ST117,14,Late,07:53:07,07:53:07,07:53:07,20251004,20251008,20251008
109955,WH18,ST018,15,Late,07:53:50,07:53:50,07:53:50,20251004,20251008,20251008
109956,WH18,ST118,16,On-Time,07:54:32,07:54:32,07:54:32,20251004,20251007,20251007
109957,WH19,ST019,17,On-Time,07:55:15,07:55:15,07:55:15,20251004,20251007,20251007
109958,WH19,ST119,18,On-Time,07:55:58,07:55:58,07:55:58,20251004,20251007,20251007
109959,WH20,ST020,19,Late,07:56:40,07:56:40,07:56:40,20251004,20251008,20251008
109960,WH20,ST120,20,On-Time,07:57:23,07:57:23,07:57:23,20251004,20251007,20251007
109961,WH01,ST001,1,On-Time,07:58:06,07:58:06,07:58:06,20251004,20251007,20251007
109962,WH01,ST101,2,On-Time,07:58:48,07:58:48,07:58:48,20251004,20251007,20251007
109963,WH02,ST002,3,On-Time,07:59:31,07:59:31,07:59:31,20251004,20251007,20251007
109964,WH02,ST102,4,On-Time,08:00:13,08:00:13,08:00:13,20251004,20251007,20251007
109965,WH03,ST003,5,On-Time,08:00:56,08:00:56,08:00:56,20251004,20251007,20251007
109966,WH03,ST103,6,On-Time,08:01:39,08:01:39,08:01:39,20251004,20251007,20251007
109967,WH04,ST004,7,On-Time,08:02:21,08:02:21,08:02:21,20251004,20251007,20251007
109968,WH04,ST104,8,On-Time,08:03:04,08:03:04,08:03:04,20251004,20251007,20251007
109969,WH05,ST005,9,On-Time,08:03:46,08:03:46,08:03:46,20251004,20251007,20251007
109970,WH05,ST105,10,On-Time,08:04:29,08:04:29,08:04:29,20251004,20251007,20251007
109971,WH06,ST006,11,On-Time,08:05:12,08:05:12,08:05:12,20251004,20251007,20251007
109972,WH06,ST106,12,On-Time,08:05:54,08:05:54,08:05:54,20251004,20251007,20251007
109973,WH07,ST007,13,On-Time,08:06:37,08:06:37,08:06:37,20251004,20251007,20251007
109974,WH07,ST107,14,On-Time,08:07:20,08:07:20,08:07:20,20251004,20251007,20251007
109975,WH08,ST008,15,On-Time,08:08:02,08:08:02,08:08:02,20251004,20251007,20251007
109976,WH08,ST108,16,On-Time,08:08:45,08:08:45,08:08:45,20251004,20251007,20251007
109977,WH09,ST009,17,On-Time,08:09:27,08:09:27,08:09:27,20251004,20251007,20251007
109978,WH09,ST109,18,On-Time,08:10:10,08:10:10,08:10:10,20251004,20251007,20251007
109979,WH10,ST010,19,On-Time,08:10:53,08:10:53,08:10:53,20251004,20251007,20251007
109980,WH10,ST110,20,On-Time,08:11:35,08:11:35,08:11:35,20251004,20251007,20251007
109981,WH11,ST011,1,Late,08:12:18,08:12:18,08:12:18,20251004,20251008,20251008
109982,WH11,ST111,2,On-Time,08:13:01,08:13:01,08:13:01,20251004,20251007,20251007
109983,WH12,ST012,3,On-Time,08:13:43,08:13:43,08:13:43,20251004,20251007,20251007
109984,WH12,ST112,4,On-Time,08:14:26,08:14:26,08:14:26,20251004,20251007,20251007
109985,WH13,ST013,5,On-Time,08:15:08,08:15:08,08:15:08,20251004,20251007,20251007
109986,WH13,ST113,6,On-Time,08:15:51,08:15:51,08:15:51,20251004,20251007,20251007
109987,WH14,ST014,7,On-Time,08:16:34,08:16:34,08:16:34,20251004,20251007,20251007
109988,WH14,ST114,8,Late,08:17:16,08:17:16,08:17:16,20251004,20251008,20251008
109989,WH15,ST015,9,On-Time,08:17:59,08:17:59,08:17:59,20251004,20251007,20251007
109990,WH15,ST115,10,On-Time,08:18:42,08:18:42,08:18:42,20251004,20251007,20251007
109991,WH16,ST016,11,On-Time,08:19:24,08:19:24,08:19:24,20251004,20251007,20251007
109992,WH16,ST116,12,Late,08:20:07,08:20:07,08:20:07,20251004,20251008,20251008
109993,WH17,ST017,13,On-Time,08:20:49,08:20:49,08:20:49,20251004,20251007,20251007
109994,WH17,ST117,14,On-Time,08:21:32,08:21:32,08:21:32,20251004,20251007,20251007
109995,WH18,ST018,15,Late,08:22:15,08:22:15,08:22:15,20251004,20251008,20251008
109996,WH18,ST118,16,On-Time,08:22:57,08:22:57,08:22:57,20251004,20251007,20251007
109997,WH19,ST019,17,Late,08:23:40,08:23:40,08:23:40,20251004,20251008,20251008
109998,WH19,ST119,18,On-Time,08:24:23,08:24:23,08:24:23,20251004,20251007,20251007
109999,WH20,ST020,19,On-Time,08:25:05,08:25:05,08:25:05,20251004,20251007,20251007
110000,WH20,ST120,20,On-Time,08:25:48,08:25:48,08:25:48,20251004,20251007,20251007
110001,WH01,ST001,1,On-Time,08:26:30,08:26:30,08:26:30,20251004,20251007,20251007
110002,WH01,ST101,2,On-Time,08:27:13,08:27:13,08:27:13,20251004,20251007,20251007
110003,WH02,ST002,3,On-Time,08:27:56,08:27:56,08:27:56,20251004,20251007,20251007
110004,WH02,ST102,4,On-Time,08:28:38,08:28:38,08:28:38,20251004,20251007,20251007
110005,WH03,ST003,5,On-Time,08:29:21,08:29:21,08:29:21,20251004,20251007,20251007
110006,WH03,ST103,6,On-Time,08:30:04,08:30:04,08:30:04,20251004,20251007,20251007
110007,WH04,ST004,7,On-Time,08:30:46,08:30:46,08:30:46,20251004,20251007,20251007
110008,WH04,ST104,8,On-Time,08:31:29,08:31:29,08:31:29,20251004,20251007,20251007
110009,WH05,ST005,9,On-Time,08:32:11,08:32:11,08:32:11,20251004,20251007,20251007
110010,WH05,ST105,10,On-Time,08:32:54,08:32:54,08:32:54,20251004,20251007,20251007
110011,WH06,ST006,11,On-Time,08:33:37,08:33:37,08:33:37,20251004,20251007,20251007
